Location id	1	2	3	4	5	6
Location latitude	41.9	41.9	41.9	41.9	41.9	41.9
Location longitude	1.0	2.0	3.0	4.0	5.0	6.0
1951	71	84	98	136	339	365
1952	66	78	104	325	354	366
1953	70	78	90	302	347	365
1954	74	87	109	324	362	365
1955	87	110	320	345	365	365
1956	70	79	94	119	323	354
1957	63	75	101	306	343	365
1958	71	81	99	313	349	365
1959	77	96	297	336	365	365
1960	74	87	115	318	352	366
1961	65	80	154	335	365	365
1962	75	85	106	317	341	365
1963	62	69	81	94	332	356
1964	78	93	283	326	354	366
1965	60	67	79	113	335	365
1966	78	93	300	328	354	365
1967	69	81	97	309	349	365
1968	76	88	105	326	362	366
1969	83	93	111	328	350	365
1970	70	78	92	119	336	364
1971	70	80	93	307	336	365
1972	68	79	99	127	338	366
1973	68	77	93	115	333	364
1974	68	81	102	128	311	364
1975	60	70	80	96	310	353
1976	60	69	81	104	310	349
1977	66	80	98	305	348	365
1978	77	89	104	177	338	365
1979	74	87	103	302	338	365
1980	65	74	87	112	315	350
1981	58	65	80	117	324	361
1982	75	85	106	314	351	365
1983	69	82	95	305	349	365
1984	69	78	92	121	336	366
1985	74	84	109	307	336	365
1986	68	76	86	102	312	353
1987	71	80	92	140	341	365
1988	77	94	134	339	365	366
1989	76	92	113	329	365	365
1990	91	112	316	345	365	365
1991	68	79	94	115	305	347
1992	58	66	78	97	322	365
1993	64	73	92	269	332	365
1994	63	74	96	297	359	365
1995	80	97	163	342	365	365
1996	76	90	112	319	357	366
1997	75	96	303	342	365	365
1998	76	91	112	319	346	365
1999	63	73	88	119	330	357
2000	69	83	96	290	338	366
