Location id	1	2	3	4	5	6
Location latitude	53.1	53.1	53.1	53.1	53.1	53.1
Location longitude	1.0	2.0	3.0	4.0	5.0	6.0
1951	0.953	0.97	0.981	0.988	0.993	0.995
1952	0.959	0.975	0.988	0.995	0.998	0.999
1953	0.656	0.751	0.823	0.877	0.921	0.952
1954	0.814	0.873	0.926	0.965	0.98	0.987
1955	0.233	0.468	0.66	0.79	0.891	0.959
1956	0	0	0	0	0.126	0.499
1957	0.973	0.986	0.993	0.997	0.998	0.999
1958	0.612	0.743	0.845	0.916	0.95	0.974
1959	0.896	0.928	0.95	0.965	0.977	0.985
1960	0.972	0.983	0.989	0.993	0.996	0.998
1961	0.919	0.948	0.967	0.981	0.988	0.992
1962	0.92	0.952	0.971	0.984	0.991	0.995
1963	0.39	0.563	0.707	0.806	0.869	0.912
1964	0.943	0.964	0.978	0.986	0.992	0.995
1965	0.942	0.963	0.979	0.989	0.995	0.997
1966	0.635	0.737	0.821	0.885	0.93	0.958
1967	0.983	0.992	0.996	0.998	0.999	1
1968	0.77	0.841	0.89	0.924	0.948	0.964
1969	0.864	0.911	0.943	0.964	0.98	0.989
1970	0.637	0.752	0.834	0.889	0.925	0.953
1971	0.762	0.85	0.899	0.936	0.958	0.973
1972	0.907	0.943	0.963	0.976	0.984	0.991
1973	0.983	0.991	0.995	0.998	0.999	0.999
1974	0.977	0.986	0.991	0.995	0.997	0.998
1975	0.982	0.991	0.995	0.998	0.999	1
1976	0.917	0.947	0.969	0.983	0.991	0.995
1977	0.936	0.961	0.977	0.986	0.992	0.996
1978	0	0.267	0.584	0.726	0.836	0.898
1979	0.296	0.481	0.63	0.74	0.82	0.875
1980	0.941	0.962	0.976	0.985	0.991	0.994
1981	0.919	0.952	0.97	0.982	0.989	0.993
1982	0.805	0.866	0.909	0.938	0.958	0.972
1983	0.886	0.931	0.963	0.978	0.987	0.994
1984	0.974	0.985	0.992	0.996	0.998	0.999
1985	0.573	0.702	0.797	0.86	0.906	0.938
1986	0	0	0	0	0	0.008
1987	0	0.089	0.35	0.572	0.72	0.823
1988	0.955	0.977	0.99	0.996	0.998	0.999
1989	0.988	0.994	0.997	0.998	0.999	1
1990	0.973	0.987	0.994	0.997	0.999	0.999
1991	0.919	0.951	0.972	0.985	0.992	0.996
1992	0.976	0.987	0.993	0.997	0.998	0.999
1993	0.952	0.97	0.982	0.99	0.995	0.997
1994	0.756	0.825	0.876	0.92	0.946	0.97
1995	0.962	0.979	0.99	0.995	0.997	0.999
1996	0.808	0.869	0.912	0.941	0.967	0.98
1997	0.619	0.729	0.809	0.868	0.907	0.935
1998	0.967	0.98	0.988	0.993	0.996	0.998
1999	0.967	0.98	0.988	0.993	0.996	0.998
2000	0.987	0.993	0.996	0.998	0.999	0.999
