Location id	1	2	3	4	5
Location latitude	53.1	53.1	53.1	53.1	53.1
Location longitude	1.0	2.0	3.0	4.0	5.0
1951	0.996	0.996	0.995	0.992	0.985
1952	0.997	0.997	0.996	0.993	0.978
1953	0.823	0.641	0.551	0	0
1954	0.996	0.995	0.993	0.988	0.976
1955	0.995	0.93	0.754	0.585	0
1956	0.995	0.99	0.966	0.635	0
1957	0.746	0.744	0.868	0.682	0
1958	0.996	0.994	0.983	0.874	0.301
1959	0.076	0.06	0.097	0.099	0.097
1960	0.996	0.996	0.994	0.981	0.879
1961	0.997	0.996	0.995	0.991	0.981
1962	0.996	0.996	0.995	0.992	0.987
1963	0.995	0.993	0.986	0.871	0.453
1964	0.996	0.996	0.995	0.993	0.988
1965	0.996	0.994	0.987	0.475	0.578
1966	0.996	0.995	0.991	0.982	0.715
1967	0.996	0.996	0.746	0.993	0.995
1968	0.996	0.995	0.99	0.973	0.683
1969	0.989	0.868	0	0	0
1970	0.995	0.993	0.988	0.971	0.685
1971	0.996	0.995	0.992	0.736	0.475
1972	0.996	0.995	0.992	0.966	0.778
1973	0.888	0.723	0.463	0.887	0.71
1974	0.997	0.996	0.995	0.993	0.988
1975	0.793	0.642	0	0	0
1976	0.992	0.987	0.976	0.959	0.89
1977	0.996	0.996	0.995	0.992	0.986
1978	0.996	0.995	0.991	0.972	0.864
1979	0.995	0.992	0.974	0.885	0.437
1980	0.996	0.995	0.994	0.991	0.877
1981	0.996	0.995	0.994	0.99	0.979
1982	0.986	0.976	0.972	0.957	0.898
1983	0.996	0.995	0.994	0.892	0.489
1984	0.996	0.996	0.995	0.994	0.988
1985	0.995	0.993	0.985	0.959	0.873
1986	0.995	0.991	0.97	0.87	0.206
1987	0.995	0.991	0.973	0.804	0.483
1988	0.996	0.996	0.896	0.742	0.809
1989	0.996	0.996	0.995	0.895	0.495
1990	0.997	0.997	0.996	0.994	0.983
1991	0.996	0.988	0.987	0.743	0.984
1992	0.996	0.995	0.895	0.993	0.991
1993	0.996	0.996	0.995	0.993	0.495
1994	0.996	0.995	0.994	0.99	0.721
1995	0.977	0.912	0.725	0.273	0
1996	0.996	0.994	0.991	0.973	0.861
1997	0.995	0.975	0.905	0	0
1998	0.996	0.996	0.995	0.992	0.978
1999	0.996	0.996	0.995	0.99	0.714
2000	0.997	0.997	0.996	0.996	0.995
