Location id	1	2	3	4	5	6
Location latitude	47.5	47.5	47.5	47.5	47.5	47.5
Location longitude	1.0	2.0	3.0	4.0	5.0	6.0
1951	308	319	343	-999	-999	365
1952	326	316	336	356	364	-999
1953	312	297	322	302	309	365
1954	309	318	326	338	361	-999
1955	362	357	-999	330	325	365
1956	295	289	293	296	311	-999
1957	311	282	271	264	318	365
1958	301	312	342	-999	-999	365
1959	357	328	332	-999	365	365
1960	300	306	325	353	-999	-999
1961	294	268	273	283	313	365
1962	340	365	365	-999	-999	-999
1963	331	329	338	303	297	299
1964	321	346	355	-999	-999	366
1965	316	309	279	277	281	288
1966	303	315	302	323	357	365
1967	335	308	308	339	362	-999
1968	308	306	311	318	300	321
1969	304	310	297	300	330	365
1970	311	328	344	-999	-999	365
1971	291	294	289	295	354	-999
1972	316	295	286	283	275	307
1973	321	352	365	365	-999	-999
1974	295	292	286	297	293	325
1975	339	340	355	326	363	-999
1976	351	356	355	359	364	-999
1977	307	310	309	315	360	-999
1978	316	305	301	315	359	-999
1979	313	324	335	347	-999	-999
1980	300	297	300	308	315	359
1981	288	287	288	290	294	305
1982	337	346	351	-999	-999	-999
1983	352	351	355	306	302	-999
1984	323	325	348	355	358	341
1985	323	299	302	325	-999	365
1986	335	343	348	347	348	357
1987	319	316	322	328	351	-999
1988	303	297	294	294	321	-999
1989	334	305	315	358	-999	-999
1990	289	289	289	314	-999	-999
1991	356	327	308	330	-999	-999
1992	313	332	333	353	-999	-999
1993	296	296	308	314	349	-999
1994	339	311	292	292	358	-999
1995	346	346	315	310	351	-999
1996	301	306	314	314	318	-999
1997	296	301	303	318	-999	365
1998	309	310	315	321	349	-999
1999	290	293	302	302	344	-999
2000	305	307	307	304	316	351
