Location id	1	2	3	4	5	6
Location latitude	53.1	53.1	53.1	53.1	53.1	53.1
Location longitude	1.0	2.0	3.0	4.0	5.0	6.0
1951	145	141	135	131	128	125
1952	141	135	133	132	131	136
1953	140	137	132	125	123	120
1954	149	146	143	143	142	140
1955	158	153	148	143	141	144
1956	154	151	149	147	143	142
1957	144	138	134	132	131	139
1958	150	145	142	140	137	136
1959	137	132	129	124	120	119
1960	141	138	135	132	129	130
1961	136	130	126	125	123	123
1962	149	144	140	137	134	136
1963	152	148	144	141	137	133
1964	147	144	140	137	138	137
1965	149	143	138	136	137	136
1966	143	138	135	131	127	125
1967	138	135	132	129	126	124
1968	148	139	131	127	123	124
1969	158	149	144	137	135	133
1970	158	154	149	144	138	138
1971	140	138	135	134	132	132
1972	146	142	138	133	130	130
1973	147	143	140	137	135	133
1974	141	136	133	131	127	124
1975	145	139	135	135	134	143
1976	151	143	140	137	135	133
1977	146	141	135	130	127	128
1978	150	146	145	142	140	136
1979	151	147	146	144	141	140
1980	154	149	145	141	139	137
1981	141	139	136	134	132	131
1982	147	144	141	139	137	135
1983	146	141	140	136	133	135
1984	151	147	143	142	139	137
1985	149	145	141	138	136	136
1986	153	146	144	141	137	136
1987	161	156	151	147	144	143
1988	143	137	134	133	134	137
1989	141	137	134	129	125	129
1990	132	129	127	125	125	123
1991	155	149	145	141	140	136
1992	144	141	136	134	129	127
1993	138	134	131	128	129	132
1994	143	139	133	130	125	124
1995	148	145	142	139	136	142
1996	158	153	150	145	143	139
1997	147	140	137	134	133	130
1998	138	132	129	127	126	125
1999	145	140	135	130	128	127
2000	136	132	129	127	125	123
