Location id	1	2	3	4	5	6
Location latitude	53.1	53.1	53.1	53.1	53.1	53.1
Location longitude	1.0	2.0	3.0	4.0	5.0	6.0
1951	11	11	11	13	15	17
1952	11	11	15	20	26	40
1953	11	11	11	11	12	14
1954	12	12	15	24	32	36
1955	11	12	14	16	21	32
1956	11	14	16	20	21	25
1957	12	13	13	17	24	41
1958	14	15	17	21	23	28
1959	11	11	11	11	13	19
1960	11	11	11	11	14	22
1961	12	14	16	21	26	31
1962	11	12	13	16	19	26
1963	11	11	13	15	16	16
1964	12	14	17	20	29	33
1965	11	11	13	17	24	31
1966	11	11	12	14	17	20
1967	11	11	11	11	13	17
1968	11	11	11	14	15	21
1969	16	16	16	16	18	20
1970	13	14	16	18	19	25
1971	12	16	16	20	21	28
1972	11	15	17	19	20	26
1973	11	12	15	20	24	28
1974	11	11	12	16	17	21
1975	12	13	14	20	25	43
1976	11	11	12	15	18	21
1977	11	11	11	11	14	24
1978	13	15	20	22	25	27
1979	11	11	16	21	24	28
1980	11	11	13	16	22	25
1981	13	16	17	19	21	25
1982	11	11	12	16	20	23
1983	12	14	18	20	22	29
1984	11	12	15	21	24	27
1985	12	12	15	16	19	27
1986	11	12	15	16	18	22
1987	11	12	14	20	23	30
1988	11	11	12	16	27	36
1989	11	11	12	13	14	27
1990	12	14	16	19	24	26
1991	11	11	12	16	21	23
1992	11	11	12	13	14	17
1993	11	11	12	14	19	31
1994	11	11	11	12	12	14
1995	13	15	19	23	26	39
1996	11	11	11	11	15	17
1997	13	13	14	16	20	22
1998	11	11	12	14	18	22
1999	11	11	12	13	16	19
2000	11	12	14	16	18	21
