Location id	1	2	3	4	5	6
Location latitude	53.1	53.1	53.1	53.1	53.1	53.1
Location longitude	1.0	2.0	3.0	4.0	5.0	6.0
1951	0.947	0.968	0.98	0.987	0.991	0.994
1952	0.967	0.98	0.99	0.994	0.996	0.998
1953	0	0.771	0.838	0.888	0.927	0.954
1954	0.826	0.881	0.929	0.965	0.978	0.986
1955	0	0	0	0.817	0.903	0.961
1956	0	0	0	0	0	0
1957	0.975	0.986	0.992	0.996	0.997	0.998
1958	0	0.706	0.868	0.926	0.955	0.975
1959	0.09	0.093	0.095	0.096	0.098	0.098
1960	0.972	0.982	0.988	0.992	0.995	0.997
1961	0.92	0.948	0.966	0.979	0.987	0.991
1962	0.929	0.956	0.973	0.984	0.991	0.994
1963	0	0	0	0.817	0.876	0.916
1964	0.945	0.965	0.977	0.985	0.99	0.993
1965	0.948	0.966	0.98	0.989	0.993	0.996
1966	0	0.684	0.837	0.894	0.934	0.959
1967	0.981	0.99	0.995	0.997	0.998	0.998
1968	0.773	0.842	0.89	0.923	0.947	0.964
1969	0.879	0.921	0.949	0.967	0.981	0.989
1970	0	0.758	0.837	0.89	0.926	0.952
1971	0.776	0.856	0.903	0.937	0.957	0.973
1972	0.908	0.943	0.962	0.975	0.984	0.989
1973	0.983	0.991	0.994	0.997	0.997	0.998
1974	0.976	0.985	0.99	0.994	0.995	0.997
1975	0.984	0.991	0.995	0.997	0.998	0.998
1976	0.924	0.952	0.971	0.983	0.99	0.993
1977	0.947	0.966	0.979	0.987	0.992	0.994
1978	0	0	0	0.675	0.848	0.904
1979	0	0	0	0	0.819	0.874
1980	0.942	0.962	0.976	0.985	0.99	0.994
1981	0.928	0.955	0.971	0.982	0.987	0.991
1982	0.806	0.867	0.908	0.938	0.957	0.971
1983	0.897	0.936	0.965	0.978	0.986	0.993
1984	0.974	0.985	0.991	0.995	0.997	0.997
1985	0	0.635	0.798	0.861	0.906	0.937
1986	0	0	0	0	0	0
1987	0	0	0	0	0.653	0.824
1988	0.971	0.983	0.991	0.995	0.997	0.998
1989	0.988	0.993	0.996	0.997	0.998	0.999
1990	0.98	0.989	0.994	0.996	0.998	0.998
1991	0.934	0.958	0.975	0.985	0.991	0.995
1992	0.98	0.989	0.993	0.996	0.997	0.998
1993	0.952	0.97	0.982	0.989	0.994	0.996
1994	0.779	0.846	0.893	0.931	0.954	0.973
1995	0.965	0.981	0.99	0.994	0.997	0.997
1996	0.817	0.876	0.916	0.943	0.967	0.979
1997	0	0.658	0.811	0.868	0.907	0.934
1998	0.908	0.959	0.98	0.989	0.994	0.996
1999	0.969	0.981	0.988	0.992	0.995	0.997
2000	0.986	0.992	0.995	0.996	0.997	0.998
