Location id	1	2	3	4	5	6
Location latitude	47.5	47.5	47.5	47.5	47.5	47.5
Location longitude	1.0	2.0	3.0	4.0	5.0	6.0
1951	53	54	55	56	58	60
1952	53	54	56	57	59	60
1953	51	52	53	54	55	56
1954	54	55	57	58	60	62
1955	53	54	56	57	59	61
1956	54	55	56	57	59	60
1957	53	54	56	57	59	61
1958	53	54	55	57	58	60
1959	53	55	56	58	59	62
1960	55	56	57	59	61	64
1961	52	53	55	56	58	60
1962	56	57	59	60	62	65
1963	54	54	55	56	57	59
1964	53	54	55	57	58	60
1965	53	54	55	57	58	60
1966	53	54	56	57	59	61
1967	54	56	57	59	60	63
1968	53	54	55	57	58	60
1969	53	54	55	57	58	60
1970	54	55	56	57	59	61
1971	54	55	56	57	59	61
1972	52	53	55	56	58	60
1973	51	52	53	54	56	57
1974	53	54	56	57	59	61
1975	51	52	54	55	57	59
1976	52	53	54	55	57	59
1977	52	53	55	56	58	60
1978	53	54	55	56	58	60
1979	53	54	55	56	57	59
1980	53	54	56	57	59	61
1981	52	53	54	55	57	58
1982	52	54	55	56	58	60
1983	53	55	56	57	59	61
1984	53	54	55	56	58	59
1985	54	54	56	57	58	60
1986	54	55	56	57	59	60
1987	53	54	55	57	58	60
1988	54	56	57	59	61	63
1989	53	54	55	57	59	61
1990	54	55	56	58	60	62
1991	53	54	55	56	58	59
1992	53	54	55	56	58	60
1993	52	53	54	56	57	59
1994	51	52	53	55	56	58
1995	53	54	56	57	59	61
1996	52	53	55	56	58	59
1997	51	52	53	54	56	58
1998	53	54	56	57	59	61
1999	52	53	54	55	56	58
2000	53	54	56	57	59	61
