Location id	1	2	3	4	5	6
Location latitude	47.5	47.5	47.5	47.5	47.5	47.5
Location longitude	1.0	2.0	3.0	4.0	5.0	6.0
1951	217	210	201	196	189	186
1952	199	194	188	183	181	178
1953	206	198	191	186	183	177
1954	220	210	205	201	194	189
1955	215	206	200	195	192	190
1956	217	211	203	200	194	189
1957	207	197	192	188	182	176
1958	214	207	203	201	198	194
1959	203	199	191	184	178	177
1960	206	203	198	189	185	183
1961	198	189	184	178	175	172
1962	226	216	209	202	198	193
1963	220	212	203	197	191	186
1964	210	205	200	196	191	187
1965	215	209	203	197	192	184
1966	209	204	197	194	191	187
1967	215	208	204	201	194	190
1968	217	206	199	193	187	185
1969	211	207	203	196	192	188
1970	225	219	212	208	203	199
1971	209	205	201	197	189	185
1972	220	211	203	197	192	185
1973	221	216	211	206	199	195
1974	214	208	200	190	181	176
1975	221	214	209	203	196	192
1976	212	205	202	200	195	187
1977	219	213	207	200	192	187
1978	223	217	210	202	198	193
1979	223	217	212	207	203	194
1980	225	217	211	206	200	195
1981	209	201	189	180	176	173
1982	220	214	210	206	201	195
1983	224	214	207	199	195	190
1984	231	222	214	207	200	193
1985	221	216	210	205	198	192
1986	221	215	212	207	203	198
1987	223	217	205	199	194	191
1988	212	207	202	198	192	187
1989	211	203	198	194	185	178
1990	207	202	197	195	191	186
1991	221	213	203	193	184	178
1992	212	209	205	199	193	189
1993	212	204	199	193	190	186
1994	211	204	197	193	189	186
1995	219	212	204	200	196	193
1996	221	213	206	200	193	190
1997	211	206	198	193	189	182
1998	210	206	203	200	194	189
1999	211	204	199	195	191	185
2000	208	204	200	196	193	190
