Location id	1	2	3	4	5	6	7	8	9	10
Location latitude	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5
Location longitude	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0
1951	149.633	365	365	365	365	365	365	365	365	365
1952	366	366	366	366	366	366	366	366	366	366
1953	108.408	104.357	365	341.444	365	365	365	365	365	365
1954	365	365	365	365	365	365	365	365	365	365
1955	365	348.61	365	365	365	365	365	365	365	365
1956	123.304	366	366	366	366	366	366	366	366	366
1957	365	365	365	365	365	365	365	365	365	365
1958	138.213	129.05	365	365	365	365	365	365	365	365
1959	365	365	365	365	365	365	365	365	365	365
1960	366	366	366	366	366	366	366	366	366	366
1961	365	365	365	365	365	365	365	365	365	365
1962	129.105	127.871	365	365	365	365	365	365	365	365
1963	106.708	106.846	107.832	104.346	365	101.957	365	365	365	365
1964	366	128.357	366	366	366	366	366	366	366	366
1965	114.847	142.488	365	365	365	365	365	365	365	365
1966	365	365	365	365	365	365	365	365	365	365
1967	365	365	365	365	365	365	365	365	365	365
1968	119.276	124.047	366	366	366	366	366	366	366	366
1969	129.229	365	365	365	365	365	365	365	365	365
1970	121.05	126.377	365	131.219	365	130.273	365	365	365	365
1971	123.197	365	365	365	365	365	365	365	365	365
1972	366	366	366	366	366	366	366	366	366	366
1973	121.782	123.099	365	122.83	365	136.952	365	365	365	365
1974	365	353.082	365	365	365	365	365	365	365	365
1975	365	365	365	365	365	365	365	365	365	365
1976	123.004	125.762	366	366	366	366	366	366	366	366
1977	365	365	365	365	365	365	365	365	365	365
1978	365	145.302	365	365	365	365	365	365	365	365
1979	365	138.556	365	149.069	365	365	365	365	365	365
1980	366	150.692	366	366	366	366	366	366	366	366
1981	102.071	90.334	365	91.214	365	146.661	365	365	365	365
1982	365	149.448	365	365	365	365	365	365	365	365
1983	365	161.763	365	365	365	365	365	365	365	365
1984	117.876	117.765	366	128.225	366	366	366	366	366	366
1985	139.644	365	365	365	365	365	365	365	365	365
1986	115.614	124.847	365	127.047	365	131.998	365	365	365	365
1987	119.204	117.967	365	119.898	365	365	365	365	365	365
1988	366	366	366	366	366	366	366	366	366	366
1989	365	365	365	365	365	365	365	365	365	365
1990	365	365	365	365	365	365	365	365	365	365
1991	365	152.122	365	352.542	365	365	365	365	365	365
1992	130.468	131.768	366	338.116	366	366	366	366	366	366
1993	365	365	365	365	365	365	365	365	365	365
1994	365	365	365	365	365	365	365	365	365	365
1995	365	365	365	365	365	365	365	365	365	365
1996	119.222	117.789	366	127.228	366	366	366	366	366	366
1997	365	358.905	365	365	365	365	365	365	365	365
1998	365	365	365	365	365	365	365	365	365	365
1999	123.081	135.672	365	365	365	365	365	365	365	365
2000	124.54	130.537	366	366	366	366	366	366	366	366
