Location id	1	2	3	4	5	6	7	8	9	10
Location latitude	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5
Location longitude	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0
1951	120	332	365	365	365	365	365	365	365	365
1952	317	316	355	330	366	363	366	366	366	366
1953	59	67	365	302	365	365	365	365	365	365
1954	342	340	365	365	365	365	365	365	365	365
1955	323	303	365	330	365	365	365	365	365	365
1956	77	318	363	336	366	366	366	366	366	366
1957	348	347	365	365	365	365	365	365	365	365
1958	107	96	365	317	365	365	365	365	365	365
1959	350	365	365	365	365	365	365	365	365	365
1960	357	365	366	366	366	366	366	366	366	366
1961	357	365	365	365	365	365	365	365	365	365
1962	90	97	349	317	365	331	365	354	365	365
1963	48	50	61	54	359	60	365	343	365	356
1964	306	97	360	313	366	357	366	366	366	366
1965	67	111	355	329	365	365	365	365	365	365
1966	338	341	365	365	365	365	365	365	365	365
1967	332	313	365	345	365	365	365	365	365	365
1968	75	94	355	323	366	361	366	366	366	366
1969	89	329	350	341	365	352	365	364	365	365
1970	66	76	345	91	365	98	365	352	365	365
1971	81	327	351	343	365	365	365	365	365	365
1972	332	321	366	358	366	366	366	366	366	366
1973	69	69	344	78	365	110	365	346	365	365
1974	339	298	365	365	365	365	365	365	365	365
1975	338	328	365	355	365	365	365	365	365	365
1976	75	84	356	324	366	358	366	366	366	366
1977	331	322	365	336	365	365	365	365	365	365
1978	306	102	365	330	365	356	365	365	365	365
1979	314	97	364	125	365	326	365	362	365	365
1980	312	112	362	312	366	343	366	366	366	366
1981	54	53	335	62	365	122	365	321	365	365
1982	319	127	365	347	365	365	365	365	365	365
1983	320	146	365	325	365	344	365	365	365	365
1984	65	69	357	93	366	354	366	366	366	366
1985	102	318	348	330	365	363	365	365	365	365
1986	56	69	328	80	365	96	365	333	365	365
1987	70	77	342	91	365	329	365	347	365	365
1988	329	349	366	366	366	366	366	366	366	366
1989	334	335	365	365	365	365	365	365	365	365
1990	345	339	365	353	365	365	365	365	365	365
1991	317	114	355	291	365	328	365	348	365	365
1992	89	92	366	298	366	366	366	366	366	366
1993	327	324	365	341	365	365	365	365	365	365
1994	347	335	365	365	365	365	365	365	365	365
1995	345	347	365	365	365	365	365	365	365	365
1996	70	77	349	96	366	331	366	365	366	366
1997	335	304	365	347	365	365	365	365	365	365
1998	329	325	365	339	365	365	365	365	365	365
1999	78	109	353	325	365	354	365	365	365	365
2000	81	107	366	366	366	366	366	366	366	366
