Location id	1	2	3	4	5	6	7	8	9	10
Location latitude	53.1	53.1	53.1	53.1	53.1	53.1	53.1	53.1	53.1	53.1
Location longitude	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0
1951	1	0.9	1	1	1	1	1	1	1	1
1952	1	0.9	1	1	1	1	1	1	1	1
1953	1	0.5	1	0.5	1	0.5	1	0.5	1	0.5
1954	1	0.75	1	0.9	1	0.9	1	1	1	1
1955	1	0.5	1	0.5	1	0.5	1	0.5	1	0.9
1956	1	0	1	0	1	0	1	0	1	0.25
1957	1	0.9	1	1	1	1	1	1	1	1
1958	1	0.5	1	0.5	1	0.5	1	0.5	1	0.75
1959	0.1	0.075	0.1	0.075	0.1	0.075	0.1	0.09	0.1	0.09
1960	1	1	1	1	1	1	1	1	1	1
1961	1	0.75	1	0.9	1	1	1	1	1	1
1962	1	0.9	1	1	1	1	1	1	1	1
1963	1	0.5	1	0.5	1	0.5	1	0.5	1	0.5
1964	1	1	1	1	1	1	1	1	1	1
1965	1	1	1	1	1	1	1	1	1	1
1966	1	0.5	1	0.5	1	0.5	1	0.5	1	0.5
1967	1	1	1	1	1	1	1	1	1	1
1968	1	0.5	1	0.5	1	0.5	1	0.5	1	0.5
1969	1	0.5	1	0.75	1	0.9	1	0.9	1	1
1970	1	0.5	1	0.5	1	0.5	1	0.5	1	0.5
1971	1	0.5	1	0.5	1	0.5	1	0.75	1	0.9
1972	1	0.75	1	0.9	1	1	1	1	1	1
1973	1	1	1	1	1	1	1	1	1	1
1974	1	1	1	1	1	1	1	1	1	1
1975	1	1	1	1	1	1	1	1	1	1
1976	1	0.9	1	0.9	1	1	1	1	1	1
1977	1	0.5	1	0.75	1	1	1	1	1	1
1978	1	0.25	1	0.25	1	0.25	1	0.5	1	0.5
1979	1	0.25	1	0.25	1	0.25	1	0.5	1	0.5
1980	1	0.9	1	1	1	1	1	1	1	1
1981	1	0.75	1	0.9	1	0.9	1	1	1	1
1982	1	0.5	1	0.5	1	0.5	1	0.75	1	0.75
1983	1	0.75	1	0.9	1	1	1	1	1	1
1984	1	1	1	1	1	1	1	1	1	1
1985	1	0.5	1	0.5	1	0.5	1	0.5	1	0.5
1986	1	0	1	0	1	0	1	0	1	0
1987	1	0	1	0	1	0.25	1	0.25	1	0.25
1988	1	0.9	1	1	1	1	1	1	1	1
1989	1	1	1	1	1	1	1	1	1	1
1990	1	0.9	1	1	1	1	1	1	1	1
1991	1	0.75	1	1	1	1	1	1	1	1
1992	1	1	1	1	1	1	1	1	1	1
1993	1	1	1	1	1	1	1	1	1	1
1994	1	0.5	1	0.5	1	0.5	1	0.75	1	0.9
1995	1	1	1	1	1	1	1	1	1	1
1996	1	0.5	1	0.75	1	0.9	1	0.9	1	1
1997	1	0.25	1	0.25	1	0.25	1	0.5	1	0.5
1998	1	1	1	1	1	1	1	1	1	1
1999	1	1	1	1	1	1	1	1	1	1
2000	1	1	1	1	1	1	1	1	1	1
