Location id	1	2	3	4	5	6	7	8	9	10
Location latitude	53.1	53.1	53.1	53.1	53.1	53.1	53.1	53.1	53.1	53.1
Location longitude	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0
1951	0.995	0.7	0.997	0.797	0.998	0.863	0.999	0.908	0.999	0.937
1952	0.996	0.707	0.998	0.86	0.999	0.945	0.999	0.981	1	0.992
1953	0.988	0	0.993	0	0.996	0	0.997	0	0.998	0.09
1954	0.986	0.392	0.992	0.609	0.995	0.733	0.997	0.829	0.998	0.89
1955	0.976	0	0.986	0	0.992	0	0.995	0.029	0.997	0.529
1956	0.918	0	0.946	0	0.965	0	0.98	0	0.99	0
1957	0.997	0.714	0.998	0.905	0.999	0.963	0.999	0.99	1	0.995
1958	0.987	0	0.993	0	0.996	0	0.998	0.094	0.999	0.433
1959	0.994	0.201	0.996	0.322	0.998	0.468	0.999	0.573	0.999	0.667
1960	0.995	0.921	0.997	0.952	0.998	0.977	0.999	0.987	0.999	0.992
1961	0.995	0.484	0.997	0.648	0.998	0.751	0.999	0.822	0.999	0.874
1962	0.993	0.524	0.996	0.757	0.998	0.881	0.999	0.931	0.999	0.959
1963	0.971	0	0.982	0	0.988	0	0.993	0	0.996	0
1964	0.992	0.751	0.995	0.841	0.997	0.893	0.998	0.93	0.999	0.953
1965	0.994	0.809	0.996	0.895	0.998	0.938	0.999	0.959	0.999	0.979
1966	0.987	0	0.992	0	0.995	0	0.997	0	0.998	0.037
1967	0.997	0.87	0.998	0.95	0.999	0.98	1	0.992	1	0.997
1968	0.99	0	0.994	0	0.996	0	0.998	0	0.999	0.17
1969	0.989	0	0.994	0.233	0.996	0.553	0.998	0.711	0.999	0.814
1970	0.98	0	0.988	0	0.993	0	0.996	0	0.997	0.068
1971	0.989	0	0.994	0	0.996	0.065	0.998	0.364	0.999	0.548
1972	0.993	0.467	0.996	0.664	0.997	0.78	0.998	0.847	0.999	0.894
1973	0.996	0.94	0.998	0.96	0.999	0.984	0.999	0.993	1	0.997
1974	0.997	0.865	0.998	0.914	0.999	0.943	0.999	0.962	1	0.975
1975	0.997	0.968	0.998	0.958	0.999	0.982	0.999	0.994	1	0.997
1976	0.992	0.58	0.996	0.746	0.997	0.861	0.999	0.93	0.999	0.956
1977	0.995	0.163	0.997	0.491	0.998	0.759	0.999	0.877	0.999	0.93
1978	0.974	0	0.985	0	0.991	0	0.995	0	0.997	0
1979	0.981	0	0.988	0	0.992	0	0.995	0	0.997	0
1980	0.993	0.729	0.996	0.832	0.997	0.892	0.998	0.928	0.999	0.953
1981	0.993	0.286	0.996	0.554	0.998	0.725	0.999	0.833	0.999	0.891
1982	0.988	0	0.993	0	0.995	0	0.997	0.262	0.998	0.465
1983	0.992	0.49	0.995	0.69	0.997	0.865	0.999	0.929	0.999	0.926
1984	0.994	0.952	0.997	0.973	0.998	0.984	0.999	0.991	0.999	0.995
1985	0.978	0	0.986	0	0.991	0	0.995	0	0.997	0
1986	0.909	0	0.939	0	0.96	0	0.974	0	0.985	0
1987	0.967	0	0.979	0	0.987	0	0.992	0	0.995	0
1988	0.996	0.747	0.998	0.942	0.999	0.982	0.999	0.993	1	0.979
1989	0.997	0.957	0.999	0.98	0.999	0.99	1	0.995	1	0.998
1990	0.997	0.733	0.999	0.9	0.999	0.966	1	0.994	1	0.998
1991	0.992	0.364	0.996	0.753	0.997	0.856	0.999	0.936	0.999	0.968
1992	0.996	0.753	0.998	0.902	0.999	0.965	0.999	0.986	1	0.994
1993	0.993	0.865	0.996	0.929	0.998	0.956	0.999	0.973	0.999	0.982
1994	0.99	0	0.994	0	0.996	0.115	0.998	0.377	0.999	0.582
1995	0.995	0.84	0.997	0.91	0.999	0.975	0.999	0.988	1	0.994
1996	0.983	0	0.99	0.24	0.994	0.553	0.996	0.685	0.998	0.79
1997	0.987	0	0.992	0	0.995	0	0.997	0	0.998	0
1998	0.996	0.864	0.997	0.912	0.999	0.945	0.999	0.966	1	0.978
1999	0.995	0.859	0.997	0.92	0.998	0.961	0.999	0.979	0.999	0.988
2000	0.997	0.964	0.998	0.981	0.999	0.991	0.999	0.996	1	0.998
