Location id	1	2	3	4	5
Location latitude	47.5	47.5	47.5	47.5	47.5
Location longitude	1.0	2.0	3.0	4.0	5.0
1951	0.998	0.998	0.998	0.998	0.998
1952	0.998	0.998	0.998	0.998	0.998
1953	0.998	0.998	0.998	0.998	0.998
1954	0.998	0.999	0.998	0.998	0.998
1955	0.761	0.724	0.685	0	0
1956	0.998	0.998	0.998	0.998	0.998
1957	0.998	0.998	0.998	0.999	0.998
1958	0.998	0.998	0.998	0.998	0.998
1959	0.419	0.795	0.853	0.998	0.998
1960	0.998	0.998	0.998	0.999	0.998
1961	0.998	0.998	0.998	0.998	0.998
1962	0.958	0.967	0.985	0.989	0.761
1963	0.998	0.998	0.998	0.998	0.998
1964	0.998	0.998	0.998	0.998	0.998
1965	0.998	0.999	0.998	0.998	0.998
1966	0.998	0.998	0.998	0.998	0.998
1967	0.998	0.998	0.998	0.994	0.985
1968	0.998	0.998	0.998	0.998	0.998
1969	0.998	0.998	0.998	0.998	0.998
1970	0.998	0.998	0.998	0.998	0.998
1971	0.998	0.998	0.998	0.998	0.998
1972	0.998	0.998	0.998	0.998	0.998
1973	0.998	0.998	0.998	0.998	0.998
1974	0.998	0.998	0.998	0.998	0.998
1975	0.998	0.997	0.995	0.994	0.995
1976	0.967	0.958	0.947	0.918	0.853
1977	0.998	0.998	0.998	0.998	0.998
1978	0.998	0.998	0.998	0.998	0.998
1979	0.998	0.998	0.998	0.998	0.998
1980	0.998	0.998	0.998	0.998	0.998
1981	0.998	0.998	0.998	0.998	0.998
1982	0.998	0.998	0.998	0.998	0.998
1983	0.975	0.958	0.934	0	0
1984	0.998	0.998	0.998	0.998	0.998
1985	0.998	0.998	0.998	0.995	0.918
1986	0.998	0.998	0.999	0.998	0.998
1987	0.998	0.998	0.998	0.999	0.998
1988	0.998	0.998	0.999	0.998	0.999
1989	0.998	0.998	0.998	0.998	0.998
1990	0.998	0.998	0.998	0.998	0.998
1991	0.918	0.853	0.853	0.878	0
1992	0.998	0.998	0.998	0.998	0.998
1993	0.998	0.998	0.998	0.998	0.998
1994	0.995	0.995	0.997	0.998	0.998
1995	0.989	0.985	0.98	0.934	0.035
1996	0.998	0.998	0.998	0.998	0.998
1997	0.998	0.998	0.998	0.998	0.998
1998	0.998	0.998	0.998	0.998	0.998
1999	0.998	0.998	0.998	0.999	0.998
2000	0.998	0.998	0.998	0.998	0.998
