Location id	1	2	3	4	5
Location latitude	47.5	47.5	47.5	47.5	47.5
Location longitude	1.0	2.0	3.0	4.0	5.0
1951	0.997	0.995	0.992	0.976	0.918
1952	0.983	0.963	0.833	0.808	0.695
1953	0.997	0.995	0.99	0.994	0.985
1954	0.996	0.993	0.981	0.927	0.717
1955	0.993	0.982	0.928	0.848	0.205
1956	0.995	0.994	0.981	0.929	0.715
1957	0.991	0.985	0.99	0.987	0.943
1958	0.991	0.995	0.996	0.994	0.988
1959	0.994	0.99	0.978	0.988	0.968
1960	0.998	0.998	0.997	0.995	0.987
1961	0.977	0.924	0.995	0.998	0.998
1962	0.951	0.797	0.152	0.838	0.68
1963	0.944	0.764	0.426	0.593	0.976
1964	0.935	0.551	0	0.699	0.791
1965	0.995	0.992	0.979	0.939	0.845
1966	0.995	0.988	0.958	0.914	0.818
1967	0.963	0.814	0.587	0.65	0.845
1968	0.995	0.988	0.957	0.621	0.434
1969	0.998	0.996	0.989	0.968	0.898
1970	0.998	0.997	0.996	0.991	0.978
1971	0.998	0.998	0.996	0.992	0.981
1972	0.997	0.994	0.983	0.942	0.832
1973	0.865	0.495	0.393	0.78	0.231
1974	0.998	0.995	0.981	0.881	0.983
1975	0.954	0.967	0.966	0.926	0.77
1976	0.972	0.963	0.947	0.874	0.932
1977	0.992	0.978	0.943	0.968	0.968
1978	0.99	0.973	0.933	0.906	0.744
1979	0.995	0.993	0.98	0.937	0.835
1980	0.995	0.982	0.921	0.758	0.557
1981	0.997	0.993	0.972	0.972	0.958
1982	0.99	0.982	0.973	0.958	0.944
1983	0.977	0.941	0.883	0.725	0.543
1984	0.997	0.997	0.996	0.987	0.964
1985	0.979	0.858	0.909	0.775	0.291
1986	0.961	0.479	0.798	0.881	0.653
1987	0.974	0.878	0.911	0.927	0.885
1988	0.996	0.981	0.869	0.38	0.541
1989	0.975	0.938	0.837	0.334	0
1990	0.997	0.998	0.996	0.994	0.977
1991	0.974	0.935	0.955	0.914	0.916
1992	0.996	0.996	0.992	0.976	0.915
1993	0.991	0.97	0.985	0.993	0.98
1994	0.991	0.983	0.96	0.954	0.99
1995	0.98	0.971	0.937	0.837	0.611
1996	0.996	0.991	0.971	0.925	0.799
1997	0.997	0.993	0.955	0.591	0.448
1998	0.978	0.509	0.895	0.784	0.804
1999	0.994	0.989	0.996	0.995	0.988
2000	0.998	0.998	0.998	0.997	0.994
