Location id	1	2	3	4	5	6	7	8	9	10
Location latitude	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9
Location longitude	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0
1951	290	299	296	305	301	314	308	321	365	328
1952	293	309	303	313	314	322	321	366	366	366
1953	281	295	289	301	297	308	309	314	365	321
1954	280	295	293	307	311	319	365	365	365	365
1955	290	311	298	323	311	365	365	365	365	365
1956	288	302	294	306	300	314	318	366	366	366
1957	272	264	274	268	286	274	308	305	365	365
1958	287	299	296	306	307	315	332	335	365	360
1959	281	301	294	317	305	365	365	365	365	365
1960	277	366	286	366	299	366	366	366	366	366
1961	282	283	290	291	304	335	365	365	365	365
1962	292	316	300	323	316	339	336	365	365	365
1963	277	365	280	365	289	307	301	301	318	309
1964	289	366	296	366	302	366	326	366	366	366
1965	280	288	290	295	298	303	306	311	365	324
1966	276	299	287	313	302	365	365	365	365	365
1967	279	280	284	282	292	297	308	312	365	365
1968	283	298	290	298	301	316	320	334	366	366
1969	280	293	290	306	299	365	365	365	365	365
1970	286	305	293	311	301	319	313	330	365	348
1971	286	307	293	316	300	323	315	332	365	365
1972	275	273	276	273	285	278	300	299	366	366
1973	288	300	295	307	299	315	311	330	365	365
1974	279	287	288	295	297	307	308	365	365	365
1975	275	302	284	302	298	318	328	365	365	365
1976	279	286	286	290	292	301	307	312	366	366
1977	265	269	273	284	282	316	365	365	365	365
1978	282	288	285	291	291	295	323	322	365	365
1979	281	302	293	308	305	365	365	365	365	365
1980	277	276	282	286	288	303	366	320	366	366
1981	275	285	286	287	292	294	300	297	315	313
1982	282	301	293	316	304	365	365	365	365	365
1983	287	365	297	318	306	320	317	339	365	365
1984	282	296	294	306	300	317	310	323	366	330
1985	292	365	301	365	311	365	333	365	365	365
1986	291	305	297	310	302	315	312	324	365	337
1987	287	294	297	301	308	322	315	338	365	365
1988	285	308	294	316	302	366	366	366	366	366
1989	286	290	292	295	298	302	305	328	365	365
1990	283	365	294	365	365	365	365	365	365	365
1991	294	311	301	314	305	318	314	324	365	329
1992	276	277	282	282	294	291	305	301	366	330
1993	288	297	296	304	302	312	315	328	365	365
1994	292	298	298	304	307	317	321	327	365	365
1995	285	365	295	365	308	365	365	365	365	365
1996	284	298	294	305	305	366	321	366	366	366
1997	283	303	294	365	308	365	365	365	365	365
1998	285	295	294	301	305	328	365	365	365	365
1999	283	291	290	298	297	307	308	318	365	365
2000	281	285	289	290	295	296	315	313	366	366
