Location id	1	2	3	4	5	6	7	8	9	10
Location latitude	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9
Location longitude	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0
1951	135	143	135	143	134	146	134	147	365	147
1952	126	130	128	127	132	131	132	164	366	366
1953	126	134	127	133	127	133	132	132	365	131
1954	128	143	134	146	143	150	365	365	365	365
1955	129	149	131	157	137	365	365	365	365	365
1956	131	145	130	144	130	148	143	190	366	366
1957	121	117	117	114	122	113	136	135	365	365
1958	125	128	125	129	130	129	149	146	365	174
1959	123	138	129	151	133	365	365	365	365	365
1960	123	131	125	130	132	136	366	366	366	366
1961	122	115	123	116	130	159	365	365	365	365
1962	127	147	129	149	140	162	158	365	365	365
1963	125	128	122	124	125	125	129	125	139	127
1964	131	135	132	135	131	148	149	166	366	366
1965	128	136	132	136	133	138	133	138	365	144
1966	123	140	126	151	132	365	365	365	365	365
1967	123	120	121	116	121	120	129	127	365	365
1968	131	134	130	132	132	141	141	154	366	366
1969	129	145	134	153	136	172	365	365	365	365
1970	130	144	129	143	130	145	135	151	365	167
1971	133	142	134	151	134	155	143	161	365	365
1972	128	135	124	131	126	130	134	143	366	366
1973	133	142	134	143	131	145	136	157	365	365
1974	127	136	130	141	132	150	138	365	365	365
1975	123	131	125	145	132	156	160	172	365	365
1976	127	134	128	133	128	139	136	145	366	184
1977	120	132	121	141	123	166	365	198	365	365
1978	132	142	129	140	128	138	157	161	365	365
1979	128	151	134	152	140	170	365	188	365	365
1980	127	131	126	134	126	146	366	160	366	366
1981	124	133	128	129	127	129	128	126	136	133
1982	127	144	131	154	136	180	365	365	365	365
1983	129	137	130	138	132	138	136	155	365	365
1984	133	152	139	156	138	160	142	160	366	161
1985	133	147	134	149	136	157	157	197	365	365
1986	129	137	128	136	126	134	129	136	365	148
1987	128	131	131	131	135	145	136	160	365	365
1988	128	148	130	150	130	172	366	366	366	366
1989	129	130	128	128	127	128	126	147	365	365
1990	129	173	134	365	184	365	365	365	365	365
1991	130	143	131	141	128	139	131	139	365	138
1992	124	125	124	125	130	128	134	133	366	161
1993	132	143	135	146	135	149	142	164	365	365
1994	124	124	123	123	125	128	132	131	365	365
1995	132	162	136	173	143	365	365	365	365	365
1996	129	148	133	150	137	155	149	169	366	366
1997	123	137	125	189	128	365	365	365	365	365
1998	127	136	130	136	134	164	365	365	365	365
1999	125	129	125	129	125	130	128	136	365	365
2000	123	124	123	123	123	122	137	135	366	366
