Location id	1	2	3	4	5	6
Location latitude	47.5	47.5	47.5	47.5	47.5	47.5
Location longitude	1.0	2.0	3.0	4.0	5.0	6.0
1951	66	332	365	365	365	365
1952	74	318	342	366	366	366
1953	48	61	329	365	365	365
1954	107	345	365	365	365	365
1955	78	321	365	365	365	365
1956	75	302	336	366	366	366
1957	325	351	365	365	365	365
1958	72	98	340	365	365	365
1959	321	365	365	365	365	365
1960	344	366	366	366	366	366
1961	340	365	365	365	365	365
1962	76	101	329	356	365	365
1963	40	45	53	82	357	365
1964	70	98	343	366	366	366
1965	60	78	335	365	365	365
1966	316	339	365	365	365	365
1967	79	329	355	365	365	365
1968	62	77	344	366	366	366
1969	80	322	344	363	365	365
1970	63	71	92	354	365	365
1971	69	314	343	365	365	365
1972	70	333	366	366	366	366
1973	56	68	100	349	365	365
1974	116	330	365	365	365	365
1975	95	337	365	365	365	365
1976	61	82	340	366	366	366
1977	98	329	363	365	365	365
1978	72	103	339	365	365	365
1979	75	97	328	365	365	365
1980	75	294	341	366	366	366
1981	47	53	75	333	365	365
1982	72	319	365	365	365	365
1983	84	317	340	365	365	365
1984	56	66	96	366	366	366
1985	87	318	332	365	365	365
1986	53	60	70	331	365	365
1987	64	73	92	345	365	365
1988	102	346	366	366	366	366
1989	94	338	365	365	365	365
1990	325	345	365	365	365	365
1991	71	114	337	364	365	365
1992	53	92	361	366	366	366
1993	294	329	365	365	365	365
1994	93	352	365	365	365	365
1995	323	351	365	365	365	365
1996	61	73	324	363	366	366
1997	89	328	365	365	365	365
1998	108	330	358	365	365	365
1999	60	107	339	365	365	365
2000	56	98	366	366	366	366
