Location id	1	2	3	4	5	6
Location latitude	41.9	41.9	41.9	41.9	41.9	41.9
Location longitude	1.0	2.0	3.0	4.0	5.0	6.0
1951	303	309	317	324	333	342
1952	302	308	315	321	328	366
1953	305	311	318	326	335	347
1954	303	310	318	325	365	365
1955	302	307	316	365	365	365
1956	303	308	314	321	366	366
1957	300	306	313	319	328	365
1958	311	317	324	333	342	365
1959	302	307	313	365	365	365
1960	300	306	312	319	366	366
1961	309	315	321	330	365	365
1962	313	319	325	331	365	365
1963	297	303	310	319	329	339
1964	306	312	320	328	366	366
1965	295	302	309	316	325	333
1966	307	313	319	326	365	365
1967	308	314	322	331	340	365
1968	309	316	323	331	342	366
1969	295	302	308	316	365	365
1970	306	313	320	328	338	365
1971	304	311	317	323	330	365
1972	290	295	301	308	317	366
1973	301	308	314	322	330	365
1974	292	296	301	306	365	365
1975	296	302	308	314	322	365
1976	295	300	305	311	319	366
1977	297	304	312	320	365	365
1978	302	308	315	323	331	365
1979	298	303	309	316	322	365
1980	304	310	315	323	331	366
1981	305	312	318	326	335	344
1982	300	306	314	321	365	365
1983	306	312	320	328	338	365
1984	294	300	306	315	324	334
1985	309	317	322	328	335	365
1986	306	311	319	327	336	346
1987	312	319	326	332	341	365
1988	305	312	320	328	366	366
1989	302	309	316	324	333	365
1990	304	310	316	365	365	365
1991	306	312	318	325	333	365
1992	300	306	312	320	329	366
1993	296	300	307	314	321	365
1994	301	308	315	324	334	365
1995	296	303	309	365	365	365
1996	290	294	301	308	316	366
1997	306	313	319	365	365	365
1998	299	305	311	319	365	365
1999	307	313	319	325	332	365
2000	304	310	316	323	331	366
