Location id	1	2	3	4	5	6
Location latitude	41.9	41.9	41.9	41.9	41.9	41.9
Location longitude	1.0	2.0	3.0	4.0	5.0	6.0
1951	0.993	0.996	0.997	0.998	0.999	0.999
1952	0.997	0.999	0.999	0.999	1	0
1953	0.995	0.997	0.998	0.999	0.999	1
1954	0.992	0.995	0.997	0.998	0	0
1955	0.997	0.999	0.999	0	0	0
1956	0.983	0.991	0.995	0.997	0	0
1957	0.998	0.999	0.999	1	1	0
1958	0.996	0.998	0.999	0.999	1	0
1959	0.999	0.999	1	0	0	0
1960	0.955	0.97	0.98	0.986	0	0
1961	0.997	0.999	0.999	0.999	0	0
1962	0.998	0.999	0.999	1	0	0
1963	0.947	0.966	0.979	0.989	0.994	0.996
1964	0.884	0.928	0.956	0.972	0	0
1965	0.995	0.997	0.998	0.999	0.999	1
1966	0.998	0.999	0.999	1	0	0
1967	0.991	0.994	0.996	0.998	0.999	0
1968	0.981	0.988	0.992	0.995	0.997	0
1969	0.991	0.995	0.997	0.998	0	0
1970	0.996	0.998	0.999	0.999	1	0
1971	0.977	0.985	0.99	0.994	0.996	0
1972	0.998	0.999	0.999	1	1	0
1973	0.998	0.999	0.999	1	1	0
1974	0.998	0.999	0.999	1	0	0
1975	0.989	0.995	0.998	0.999	1	0
1976	0.997	0.998	0.999	0.999	1	0
1977	0.998	0.999	0.999	1	0	0
1978	0.996	0.998	0.999	0.999	1	0
1979	0.998	0.999	0.999	1	1	0
1980	0.997	0.999	0.999	1	1	0
1981	0.993	0.996	0.998	0.999	0.999	1
1982	0.999	0.999	1	1	0	0
1983	0.949	0.975	0.988	0.993	0.996	0
1984	0.997	0.998	0.999	1	1	1
1985	0.97	0.98	0.986	0.991	0.994	0
1986	0.99	0.995	0.997	0.998	0.999	0.999
1987	0.988	0.992	0.995	0.997	0.998	0
1988	0.998	0.999	0.999	1	0	0
1989	0.997	0.999	0.999	1	1	0
1990	0.999	0.999	1	0	0	0
1991	0.996	0.998	0.999	0.999	1	0
1992	0.997	0.998	0.999	0.999	1	0
1993	0.997	0.999	0.999	1	1	0
1994	0.998	0.999	0.999	1	1	0
1995	0.998	0.999	0.999	0	0	0
1996	0.997	0.998	0.999	1	1	0
1997	0.999	0.999	1	0	0	0
1998	0.997	0.999	0.999	1	0	0
1999	0.997	0.998	0.999	0.999	1	0
2000	0.997	0.998	0.999	0.999	1	0
